2024/11/23 15:51:57.986	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileSystemEntries (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFileSystemEntries (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FolderManager+<SyncFiles>d__11.MoveNext () (at Assets/Scripts/FolderManager.cs:48)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FolderManager:Init() (at Assets/Scripts/FolderManager.cs:38)\n FolderManager:Start() (at Assets/Scripts/FolderManager.cs:27)\n 	
2024/11/23 15:52:00.694	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:02.696	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:04.701	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:06.706	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:08.707	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:10.713	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:13.486	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:15.487	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
2024/11/23 15:52:17.489	b135e9c82f3b5af8414a656ace8a78c8d45a7834	Windows 11  (10.0.22631) 64bit (Editor)	Exception	ArgumentException: The specified path is not of a legal form (empty).	System.IO.Path.InsecureGetFullPath (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Path.GetFullPathInternal (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableIterator`1[TSource]..ctor (System.String path, System.String originalUserPath, System.String searchPattern, System.IO.SearchOption searchOption, System.IO.SearchResultHandler`1[TSource] resultHandler, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.FileSystemEnumerableFactory.CreateFileNameIterator (System.String path, System.String originalUserPath, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFileDirectoryNames (System.String path, System.String userPathOriginal, System.String searchPattern, System.Boolean includeFiles, System.Boolean includeDirs, System.IO.SearchOption searchOption, System.Boolean checkHost) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.InternalGetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n System.IO.Directory.GetFiles (System.String path) (at <695d1cc93cca45069c528c15c9fdd749>:0)\n FileBrowser+<GetFilesList>d__8.MoveNext () (at Assets/Scripts/FileBrowser.cs:45)\n UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <913bb12059fd4cef8da5cc94ad2f0933>:0)\n UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)\n FileBrowser:Refresh() (at Assets/Scripts/FileBrowser.cs:36)\n FileBrowser:Update() (at Assets/Scripts/FileBrowser.cs:29)\n 	
